"Born 1951 Director father. Was a succesful model before returning to film. Won Supporting Actress Oscar in Prizzi's Honor", "Anjelica Huston"
"Born Feb 27, 1932, She starred in the movie The Comedians - 1967", "elizabeth taylor"
"Born Feb 27, 1932, She starred in the movie The Driver's Seat /Identikit - 1974", "elizabeth taylor"
"Born Feb 27, 1932, She starred in the movie The Flintstones - 1994", "elizabeth taylor"
"Born Feb 27, 1932, She starred in the movie The Girl Who Had Everything - 1953", "elizabeth taylor"
"Born Feb 27, 1932, She starred in the movie The Last Time I Saw Paris - 1954", "elizabeth taylor"
"Born Feb 27, 1932, She starred in the movie The Mirror Crack'd - 1980", "elizabeth taylor"
"Born Feb 27, 1932, She starred in the movie The Only Game in Town - 1970", "elizabeth taylor"
"Born Feb 27, 1932, She starred in the movie The Sandpiper - 1965", "elizabeth taylor"
"Born Feb 27, 1932, She starred in the movie The Taming of the Shrew - 1967", "elizabeth taylor"
"Born Feb 27, 1932, She starred in the movie The V.I.P.'s - 1963", "elizabeth taylor"
"Born Feb 27, 1932, She starred in the movie The White Cliffs of Dover - 1944", "elizabeth taylor"
"Born Feb 27, 1932, She starred in the movie There Must Be a Pony - 1986", "elizabeth taylor"
"Born Feb 27, 1932, She starred in the movie There's One Born Every Minute - 1942", "elizabeth taylor"
"Born Feb 27, 1932, She starred in the movie Under Milk Wood - 1973", "elizabeth taylor"
"Born Feb 27, 1932, She starred in the movie Victory at Entebbe - 1976", "elizabeth taylor"
"Born Feb 27, 1932, She starred in the movie Who's Afraid of Virginia Woolf? - 1966", "elizabeth taylor"
"Born Feb 27, 1932, She starred in the movie Winter Kills - 1979", "elizabeth taylor"
"Born Feb 27, 1932, She starred in the movie X, Y and Zee - 1972", "elizabeth taylor"
"Born Feb 27, 1932, She starred in the movie Young Toscanini - 1988", "elizabeth taylor"
"Born Jan 12, 1955, She starred in the movie Blind Date - 1984", "kirstie alley"
"Born Jan 12, 1955, She starred in the movie Chains o' Gold - 1994", "kirstie alley"
"Born Jan 12, 1955, She starred in the movie Champions - 1983", "kirstie alley"
"Born Jan 12, 1955, She starred in the movie Deconstructing Harry - 1997", "kirstie alley"
"Born Jan 12, 1955, She starred in the movie Drop Dead Gorgeous - 1999", "kirstie alley"
"Born Jan 12, 1955, She starred in the movie For Richer or Poorer - 1997", "kirstie alley"
"Born Jan 12, 1955, She starred in the movie It Takes Two - 1995", "kirstie alley"
"Born Jan 12, 1955, She starred in the movie Look Who's Talking - 1989", "kirstie alley"
"Born Jan 12, 1955, She starred in the movie Look Who's Talking Now - 1993", "kirstie alley"
"Born Jan 12, 1955, She starred in the movie Look Who's Talking Too - 1990", "kirstie alley"
"Born Jan 12, 1955, She starred in the movie Loverboy - 1989", "kirstie alley"
"Born Jan 12, 1955, She starred in the movie Madhouse - 1990", "kirstie alley"
"Born Jan 12, 1955, She starred in the movie Nevada - 1997", "kirstie alley"
"Born Jan 12, 1955, She starred in the movie One More Chance - 1981", "kirstie alley"
"Born Jan 12, 1955, She starred in the movie Runaway - 1984", "kirstie alley"
"Born Jan 12, 1955, She starred in the movie She's Having a Baby - 1988", "kirstie alley"
"Born Jan 12, 1955, She starred in the movie Shoot To Kill - 1988", "kirstie alley"
"Born Jan 12, 1955, She starred in the movie Sibling Rivalry - 1990", "kirstie alley"
"Born Jan 12, 1955, She starred in the movie Sticks and Stones - 1996", "kirstie alley"
"Born Jan 12, 1955, She starred in the movie Summer School - 1987", "kirstie alley"
"Born Jan 12, 1955, She starred in the movie Village of the Damned - 1995", "kirstie alley"
"Born jan 18, 1955, he starred in the movie a century of cinema - 1994", "kevin costner"
"Born jan 18, 1955, he starred in the movie a perfect world - 1993", "kevin costner"
"Born jan 18, 1955, he starred in the movie american flyers - 1985", "kevin costner"
"Born jan 18, 1955, he starred in the movie bull durham - 1988", "kevin costner"
"Born jan 18, 1955, he starred in the movie chasing dreams - 1982", "kevin costner"
"Born jan 18, 1955, he starred in the movie dances with wolves - 1990", "kevin costner"
"Born jan 18, 1955, he starred in the movie fandango - 1985", "kevin costner"
"Born jan 18, 1955, he starred in the movie field of dreams - 1989", "kevin costner"
"Born jan 18, 1955, he starred in the movie for love of the game - 1999", "kevin costner"
"Born jan 18, 1955, he starred in the movie frances - 1982", "kevin costner"
"Born jan 18, 1955, he starred in the movie jfk - 1991", "kevin costner"
"Born jan 18, 1955, he starred in the movie message in a bottle - 1999", "kevin costner"
"Born jan 18, 1955, he starred in the movie night shift - 1982", "kevin costner"
"Born jan 18, 1955, he starred in the movie no way out - 1987", "kevin costner"
"Born jan 18, 1955, he starred in the movie revenge - 1990", "kevin costner"
"Born jan 18, 1955, he starred in the movie shadows run black - 1981", "kevin costner"
"Born jan 18, 1955, he starred in the movie silverado - 1985", "kevin costner"
"Born jan 18, 1955, he starred in the movie sizzle beach, u.s.a./malibu hot summer - 1986", "kevin costner"
"Born jan 18, 1955, he starred in the movie stacy's knights - 1983", "kevin costner"
"Born jan 18, 1955, he starred in the movie table for five - 1982", "kevin costner"
"Born jan 18, 1955, he starred in the movie testament - 1983", "kevin costner"
"Born jan 18, 1955, he starred in the movie the bodyguard - 1992", "kevin costner"
"Born jan 18, 1955, he starred in the movie the gunrunner - 1983", "kevin costner"
"Born jan 18, 1955, he starred in the movie the postman - 1997", "kevin costner"
"Born jan 18, 1955, he starred in the movie the untouchables - 1987", "kevin costner"
"Born jan 18, 1955, he starred in the movie the war - 1994", "kevin costner"
"Born jan 18, 1955, he starred in the movie tin cup - 1996", "kevin costner"
"Born jan 18, 1955, he starred in the movie u.s.a. - 1986", "kevin costner"
"Born jan 18, 1955, he starred in the movie waterworld - 1995", "kevin costner"
"Born jan 18, 1955, he starred in the movie wyatt earp - 1994", "kevin costner"
"Born jan 3, 1956, he starred in the movie air america - 1990", "mel gibson"
"Born jan 3, 1956, he starred in the movie attack force z - 1980", "mel gibson"
"Born jan 3, 1956, he starred in the movie bird on a wire - 1990", "mel gibson"
"Born jan 3, 1956, he starred in the movie braveheart - 1995", "mel gibson"
"Born jan 3, 1956, he starred in the movie chicken run - 2000", "mel gibson"
"Born jan 3, 1956, he starred in the movie conspiracy theory - 1997", "mel gibson"
"Born jan 3, 1956, he starred in the movie fathers' day - 1997", "mel gibson"
"Born jan 3, 1956, he starred in the movie forever young - 1992", "mel gibson"
"Born jan 3, 1956, he starred in the movie gallipoli - 1981", "mel gibson"
"Born jan 3, 1956, he starred in the movie hamlet - 1990", "mel gibson"
"Born jan 3, 1956, he starred in the movie lethal weapon - 1987", "mel gibson"
"Born jan 3, 1956, he starred in the movie lethal weapon 2 - 1989", "mel gibson"
"Born jan 3, 1956, he starred in the movie mad max - 1980", "mel gibson"
"Born jan 3, 1956, he starred in the movie maverick - 1994", "mel gibson"
"Born jan 3, 1956, he starred in the movie mrs. soffel - 1984", "mel gibson"
"Born jan 3, 1956, he starred in the movie payback - 1999", "mel gibson"
"Born jan 3, 1956, he starred in the movie ransom - 1996", "mel gibson"
"Born jan 3, 1956, he starred in the movie summer city/coast of terror - 1977", "mel gibson"
"Born jan 3, 1956, he starred in the movie tequila sunrise - 1988", "mel gibson"
"Born jan 3, 1956, he starred in the movie the bounty - 1984", "mel gibson"
"Born jan 3, 1956, he starred in the movie the patriot - 2000", "mel gibson"
"Born jan 3, 1956, he starred in the movie the river - 1984", "mel gibson"
"Born jan 3, 1956, he starred in the movie the road warrior - 1982", "mel gibson"
"Born jan 3, 1956, he starred in the movie the year of living dangerously - 1983", "mel gibson"
"Born jan 3, 1956, he starred in the movie tim - 1979", "mel gibson"
"Born Jan 30, 1930, he starred in the movie A Bridge Too Far - 1977", "gene hackman"
"Born jan 30, 1930, he starred in the movie a covenant with death - 1967", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Absolute Power - 1997", "gene hackman"
"Born Jan 30, 1930, he starred in the movie All Night Long - 1981", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Another Woman - 1988", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Antz - 1998", "gene hackman"
"Born jan 30, 1930, he starred in the movie banning - 1967", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Bat 21 - 1988", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Bite the Bullet - 1975", "gene hackman"
"Born jan 30, 1930, he starred in the movie bonnie and clyde - 1967", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Cisco Pike - 1972", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Class Action - 1991", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Company Business - 1991", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Crimson Tide - 1995", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Doctors' Wives - 1971", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Downhill Racer - 1969", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Enemy of the State - 1998", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Eureka - 1981", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Extreme Measures - 1996", "gene hackman"
"Born jan 30, 1930, he starred in the movie first to fight - 1967", "gene hackman"
"Born Jan 30, 1930, he starred in the movie For Better, For Worse - 1974", "gene hackman"
"Born Jan 30, 1930, he starred in the movie French Connection II - 1975", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Full Moon in Blue Water - 1988", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Get Shorty - 1995", "gene hackman"
"Born jan 30, 1930, he starred in the movie hawaii - 1966", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Hoosiers - 1986", "gene hackman"
"Born Jan 30, 1930, he starred in the movie I Never Sang for My Father - 1970", "gene hackman"
"Born jan 30, 1930, he starred in the movie lilith - 1964", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Loose Cannons - 1989", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Lucky Lady - 1975", "gene hackman"
"Born jan 30, 1930, he starred in the movie mad dog morgan/mad dog - 1961", "gene hackman"
"Born Jan 30, 1930, he starred in the movie March or Die - 1977", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Marooned - 1969", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Mississippi Burning - 1988", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Misunderstood - 1984", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Narrow Margin - 1990", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Night Moves - 1975", "gene hackman"
"Born Jan 30, 1930, he starred in the movie No Way Out - 1987", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Postcards From the Edge - 1990", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Power - 1986", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Prime Cut - 1972", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Reds - 1981", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Riot - 1969", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Scarecrow - 1973", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Shadow on the Land - 1968", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Split Decisions - 1988", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Superman - 1978", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Superman II - 1981", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Target - 1985", "gene hackman"
"Born Jan 30, 1930, he starred in the movie The Birdcage - 1996", "gene hackman"
"Born Jan 30, 1930, he starred in the movie The Chamber - 1996", "gene hackman"
"Born Jan 30, 1930, he starred in the movie The Conversation - 1974", "gene hackman"
"Born Jan 30, 1930, he starred in the movie The Domino Principle - 1977", "gene hackman"
"Born Jan 30, 1930, he starred in the movie The Firm - 1993", "gene hackman"
"Born Jan 30, 1930, he starred in the movie The French Connection - 1971", "gene hackman"
"Born Jan 30, 1930, he starred in the movie The Gypsy Moths - 1969", "gene hackman"
"Born Jan 30, 1930, he starred in the movie The Hunting Party - 1971", "gene hackman"
"Born Jan 30, 1930, he starred in the movie The Package - 1989", "gene hackman"
"Born Jan 30, 1930, he starred in the movie The Poseidon Adventure - 1972", "gene hackman"
"Born Jan 30, 1930, he starred in the movie The Quick and the Dead - 1995", "gene hackman"
"Born Jan 30, 1930, he starred in the movie The Split - 1968", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Twice in a Lifetime - 1985", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Twilight - 1998", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Uncommon Valor - 1983", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Under Fire - 1983", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Unforgiven - 1992", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Wyatt Earp - 1994", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Young Frankenstein - 1974", "gene hackman"
"Born Jan 30, 1930, he starred in the movie Zandy's Bride - 1974", "gene hackman"
"Born Jan 7, 1964, he starred in the movie 8MM - 1999", "nicolas cage"
"Born Jan 7, 1964, he starred in the movie A Century of Cinema - 1994", "nicolas cage"
"Born Jan 7, 1964, he starred in the movie Amos & Andrew - 1993", "nicolas cage"
"Born Jan 7, 1964, he starred in the movie Birdy - 1984", "nicolas cage"
"Born Jan 7, 1964, he starred in the movie Bringing Out the Dead - 1999", "nicolas cage"
"Born Jan 7, 1964, he starred in the movie City of Angels - 1998", "nicolas cage"
"Born Jan 7, 1964, he starred in the movie Con Air - 1997", "nicolas cage"
"Born Jan 7, 1964, he starred in the movie Deadfall - 1993", "nicolas cage"
"Born Jan 7, 1964, he starred in the movie Face/Off - 1997", "nicolas cage"
"Born Jan 7, 1964, he starred in the movie Fast Times at Ridgemont High - 1982", "nicolas cage"
"Born Jan 7, 1964, he starred in the movie Firebirds - 1990", "nicolas cage"
"Born Jan 7, 1964, he starred in the movie Gone in 60 Seconds - 2000", "nicolas cage"
"Born Jan 7, 1964, he starred in the movie Guarding Tess - 1994", "nicolas cage"
"Born Jan 7, 1964, he starred in the movie Honeymoon in Vegas - 1992", "nicolas cage"
"Born Jan 7, 1964, he starred in the movie It Could Happen to You - 1994", "nicolas cage"
"Born Jan 7, 1964, he starred in the movie Kiss of Death - 1995", "nicolas cage"
"Born Jan 7, 1964, he starred in the movie Leaving Las Vegas - 1995", "nicolas cage"
"Born Jan 7, 1964, he starred in the movie Moonstruck - 1987", "nicolas cage"
"Born Jan 7, 1964, he starred in the movie Peggy Sue Got Married - 1986", "nicolas cage"
"Born Jan 7, 1964, he starred in the movie Racing With the Moon - 1984", "nicolas cage"
"Born Jan 7, 1964, he starred in the movie Raising Arizona - 1987", "nicolas cage"
"Born Jan 7, 1964, he starred in the movie Red Rock West - 1992", "nicolas cage"
"Born Jan 7, 1964, he starred in the movie Rumble Fish - 1983", "nicolas cage"
"Born Jan 7, 1964, he starred in the movie Snake Eyes - 1998", "nicolas cage"
"Born Jan 7, 1964, he starred in the movie Tempo di Uccidere/Time to Kill/The Short Cut - 1989", "nicolas cage"
"Born Jan 7, 1964, he starred in the movie The Boy in Blue - 1986", "nicolas cage"
"Born Jan 7, 1964, he starred in the movie The Cotton Club - 1984", "nicolas cage"
"Born Jan 7, 1964, he starred in the movie The Rock - 1996", "nicolas cage"
